"img-link href","photo-count","list-view-price","list-view-date","left","celly","celly 2","celly 3","celly 4","list-view-location","img-wrp href","he-lazy-image src","wp-btn","listing-card--owner-info__firm-name","he-lazy-image src 2","list-view-header"
"https://www.hepsiemlak.com/izmir-cesme-ovacik-satilik/daire/146594-23","37","6.000.000","30-01-2025","Satılık Daire","2 +
                          1","95 m²","7
                        Yaşında","Giriş Katı","İzmir / Çeşme / Ovacık Mah.","https://www.hepsiemlak.com/emlak-ofisi/better-call-us-real-estate-146594","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/4/9/5/6/4/1/41ee4dad-1ff7-4dd8-8405-f92c01e58c79.jpg","Whatsapp","Better Call Us Real Estate","","Satılık Ovacık'ın En Nezih Bölgesinde Manzaralı 2+1 Daire"
"https://www.hepsiemlak.com/izmir-bornova-yildirim-beyazit-satilik/daire/148541-330","25","4.250.000","06-01-2025","Satılık Daire","2 +
                          1","85 m²","Sıfır Bina","2. Kat","İzmir / Bornova / Yıldırım Beyazıt Mah.","https://www.hepsiemlak.com/emlak-ofisi/va-gayrimenkul-148541","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/1/4/5/8/4/1/666fb354-d8f2-4741-b41d-eecac492a70a.jpg","Whatsapp","Va Gayrimenkul","","Çamdibi Yıldırım Beyazıt Caddesinde Sıfır 2+1 Satılık Daire.."
"https://www.hepsiemlak.com/izmir-menemen-ugur-mumcu-satilik/daire/144725-17","39","3.100.000","01-02-2025","Satılık Daire","3 +
                          1","135 m²","6
                        Yaşında","Yüksek Giriş","İzmir / Menemen / Uğur Mumcu Mah.","","https://hecdn01.hemlak.com/img/eids-logo-mini.png","Whatsapp","","","Geniş 3+1 Menemen Uğurmumcu Mahallesinde Devlet Hastanesi Yakını"
"https://www.hepsiemlak.com/izmir-buca-firat-satilik/daire/146420-45","33","5.000.000","21-01-2025","Satılık Daire","3 +
                          1","137 m²","11
                        Yaşında","Ara Kat","İzmir / Buca / Fırat Mah.","https://www.hepsiemlak.com/emlak-ofisi/saygin-gayrimenkul-146420","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/0/2/4/6/4/1/47d94f4d-93a3-4481-8831-145ffbd2e832.jpg","Whatsapp","Saygın Gayrimenkul","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/4/8/8/7/8/3/4/7a295fae-f9b7-4153-8a4c-4011e9cc663c.jpg","Saygın Gayrimenkulden Site İçerisinde 3+1 Doğalgazlı Asansörlü Otoparklı Çocuk Oyun Parklı Satılık"
"https://www.hepsiemlak.com/izmir-bayrakli-cay-satilik/daire/152750-15","37","5.700.000","13-01-2025","Satılık Daire","3 +
                          1","150 m²","Sıfır Bina","4. Kat","İzmir / Bayraklı / Çay Mah.","https://www.hepsiemlak.com/emlak-ofisi/turpa-feyza-152750","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/0/5/7/2/5/1/d4405341-10a6-4535-ad91-5c7b80c735a3.jpg","Whatsapp","Turpa Feyza","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/2/8/7/7/8/3/4/1734429024766-43877829.jpg","Çay Mahallesi'nde Lüks 3+1 Satılık Dubleks  Daire!"
"https://www.hepsiemlak.com/izmir-karsiyaka-alaybey-satilik/daire/153254-6","30","2.480.000","25-01-2025","Satılık Daire","3 +
                          1","125 m²","40
                        Yaşında","Zemin","İzmir / Karşıyaka / Alaybey Mah.","https://www.hepsiemlak.com/emlak-ofisi/turpa-egemen-153254","https://www.hepsiemlak.com/img/loadings/noImage55-55.png","Whatsapp","Turpa Egemen","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/4/1/8/6/8/3/4/1735140256570-43868143.jpg","Karşıyaka Alaybeyde Doğalgazlı 3+1 Zemin Kat Daire"
"https://www.hepsiemlak.com/izmir-menemen-ugur-mumcu-satilik/daire/83818-1004","50","3.550.000","16-01-2025","Satılık Daire","3 +
                          1","145 m²","10
                        Yaşında","6. Kat","İzmir / Menemen / Uğur Mumcu Mah.","https://www.hepsiemlak.com/emlak-ofisi/izmir-kent-gayrimenkul-ve-yatirim-83818","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/8/1/8/3/8/0/27981358-03cb-4ba9-94f2-3f187a586c81.jpg","Whatsapp","İzmir Kent Gayrimenkul Ve Yatırım","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/3/8/4/6/8/3/4/7282b941-13bc-49ee-962b-92ccbce05903.jpg","Menemen Uğur Mumcu'da Satılık 3+1 145 M2 Daire"
"https://www.hepsiemlak.com/izmir-menderes-cukuralti-satilik/daire/18044-1420","60","3.900.000","20-01-2025","Satılık Daire","2 +
                          1","85 m²","25
                        Yaşında","Ara Kat","İzmir / Menderes / Çukuraltı Mah.","","","Whatsapp","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/5/6/9/3/8/3/4/1736453272-416174-43839654.jpeg","Çimen Emlak’tan Çukuraltı Merkezde Arakat 2+1 Daire"
"https://www.hepsiemlak.com/izmir-gaziemir-irmak-satilik/daire/146376-22","18","9.500.000","23-01-2025","Satılık Daire","3 +
                          1","160 m²","11
                        Yaşında","Ara Kat","İzmir / Gaziemir / Irmak Mah.","https://www.hepsiemlak.com/emlak-ofisi/parla-plus-gayrimenkul-danismanligi-146376","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/6/7/3/6/4/1/4406884f-5618-4b50-ba3f-4493250fc0ee.jpg","Whatsapp","Parla Plus Gayrimenkul Danışmanlığı","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/0/0/5/9/7/3/4/3bc7098b-11f1-42b7-8590-2210d122ce75.jpg","Gaziemir 3+1 Site İçerisi Havuz Manzaralı Azra Evleri Satılık Daire"
"https://www.hepsiemlak.com/izmir-narlidere-huzur-satilik/daire/30521-566","34","5.500.000","23-01-2025","Satılık Daire","3 +
                          1","115 m²","35
                        Yaşında","Ara Kat","İzmir / Narlıdere / Huzur Mah.","","","Whatsapp","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/6/5/0/8/7/3/4/808d4d94-5736-4f60-826f-e15add6d0f35.jpg","Narlıderede Satılık Doğal Gazlı Tadilatlı Daire"
"https://www.hepsiemlak.com/izmir-karsiyaka-yali-satilik/daire/152011-9","20","7.950.000","15-01-2025","Satılık Daire","3 +
                          1","130 m²","10
                        Yaşında","Ara Kat","İzmir / Karşıyaka / Yalı Mah.","https://www.hepsiemlak.com/emlak-ofisi/anka-gayrimenkul-152011","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/1/1/0/2/5/1/d8a57efe-e7f9-42ec-a21c-d71d69733ea0.jpg","Whatsapp","Anka Gayrimenkul","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/8/7/0/4/7/3/4/1736365143429-43740784.jpg","Anka Gayrimenkul Den Bostanlı Da Fırsat Daire Satılık 3+1"
"https://www.hepsiemlak.com/izmir-balcova-fevzi-cakmak-satilik/daire/94513-1684","38","4.000.000","27-01-2025","Satılık Daire","2 +
                          1","100 m²","40
                        Yaşında","2. Kat","İzmir / Balçova / Fevzi Çakmak Mah.","","","Whatsapp","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/6/8/9/2/7/3/4/2bed3603-6efe-4c52-90f5-6ec664523edc.jpg","Balçovada Arakat Tadilatlı Ebeveyn Banyolu Satılık Daire"
"https://www.hepsiemlak.com/izmir-seferihisar-camikebir-satilik/daire/125199-258","35","2.750.000","02-02-2025","Satılık Daire","1 +
                          1","60 m²","2
                        Yaşında","2. Kat","İzmir / Seferihisar / Camikebir Mah.","https://www.hepsiemlak.com/emlak-ofisi/akkaya-gayrimenkul-125199","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/9/9/1/5/2/1/702aea58-8672-42fe-907c-5f5c2826d0a9.jpg","Whatsapp","Akkaya Gayrimenkul","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/6/5/4/0/7/3/4/30814de6-df88-4500-88e2-7b6534285a09.jpeg","Seferihisar Merkezde Lüx 1+1"
"https://www.hepsiemlak.com/izmir-menderes-cukuralti-satilik/villa/86557-1999","51","8.900.000","15-01-2025","Satılık Villa","3 +
                          1","150 m²","10
                        Yaşında","","İzmir / Menderes / Çukuraltı Mah.","https://www.hepsiemlak.com/emlak-ofisi/tahir-emlak-86557","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/7/5/5/6/8/0/845a07fe-c1ca-4c87-82cf-24aece0fa727.png","Whatsapp","Tahir Emlak","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/8/7/0/9/6/3/4/34f0920b-df36-4f49-a431-43550187c680.jpg","Tahir Emlaktan Özdere Merkez'de Deniz Manzaralı Satılık 3+1villa"
"https://www.hepsiemlak.com/izmir-torbali-alpkent-satilik/daire/152044-11","26","7.000.000","31-01-2025","Satılık Daire","3 +
                          1","167 m²","Sıfır Bina","5. Kat","İzmir / Torbalı / Alpkent Mah.","","","Whatsapp","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/5/9/4/8/6/3/4/1731317329-0496569-43684953.jpeg","Alpkentte Satılık Akkıllı Ev Konsepti 163 M2 Full+full 3+1"
"https://www.hepsiemlak.com/izmir-karsiyaka-nergiz-satilik/daire/74605-452","58","6.250.000","22-01-2025","Satılık Daire","2 +
                          1","105 m²","Sıfır Bina","5. Kat","İzmir / Karşıyaka / Nergiz Mah.","","","Whatsapp","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/2/9/1/1/6/3/4/3f513ddd-a9be-4f44-8853-cf430efd73f7.jpeg","Volkan Yanç'tan Nergizde Ebeveynli Geniş 2+1"
"https://www.hepsiemlak.com/izmir-buca-adatepe-satilik/daire/109159-309","33","3.175.000","31-01-2025","Satılık Daire","3 +
                          1","125 m²","21
                        Yaşında","11. Kat","İzmir / Buca / Adatepe Mah.","https://www.hepsiemlak.com/emlak-ofisi/safir-gayrimenkul-ve-yatirim-danismanligi-109159","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/9/5/1/9/0/1/7c84690d-8342-4679-a6d5-900f4d139a48.jpg","Whatsapp","Safir Gayrimenkul Ve Yatırım Danışmanlığı","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/9/9/9/5/5/3/4/a07647f5-1d71-4004-acfc-c925db457ffc.jpeg","Safir'den Hasanağa Bahçesi Üstü Tadilatlı 3+1 Satılık"
"https://www.hepsiemlak.com/izmir-cigli-balatcik-satilik/daire/57038-1790","35","5.700.000","16-01-2025","Satılık Daire","2 +
                          1","95 m²","2
                        Yaşında","2. Kat","İzmir / Çiğli / Balatçık Mah.","https://www.hepsiemlak.com/emlak-ofisi/eskidji-atasehir-bolge-ortakligi-57038","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/8/3/0/7/5/0/420860c6-b75c-4552-9cb3-bc4e15a1052b.jpg","Whatsapp","Eskıdjı Ataşehir Bölge Ortaklığı","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/9/1/4/4/4/3/4/83f84587-082e-49fe-a290-47c6a7d56742.jpeg","Balatçık Begonvil Evleri Sitesi'nde Satılık 2+1 Köşe Daire"
"https://www.hepsiemlak.com/izmir-foca-mustafa-kemal-ataturk-satilik/villa/142445-82","15","8.000.000","20-01-2025","Satılık Villa","2 +
                          1","150 m²","12
                        Yaşında","","İzmir / Foça / Mustafa Kemal Atatürk Mah.","","","Whatsapp","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/0/7/5/6/3/3/4/7c18892b-d949-44d9-abcf-c9c10944327b.jpg","Prestij Emlak Farkıyla !!!!!!!!Yeni Foçada Acil Satılık Villa"
"https://www.hepsiemlak.com/izmir-bayrakli-tepekule-satilik/bina/129267-393","42","8.000.000","20-01-2025","Satılık Bina","9 +
                          3","152 m²","29
                        Yaşında","","İzmir / Bayraklı / Tepekule Mah.","","","Whatsapp","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/1/6/4/0/2/3/4/1724006501274-43204614.jpg","Bayraklı Osmangazi  152 M2 3 Kat Bahçeli Komple Satılık Bina"
"https://www.hepsiemlak.com/izmir-buca-efeler-satilik/daire/85846-1813","50","3.100.000","09-01-2025","Satılık Daire","3 +
                          1","130 m²","25
                        Yaşında","4. Kat","İzmir / Buca / Efeler Mah.","https://www.hepsiemlak.com/emlak-ofisi/ozdemir-emlak-gayrimenkul-85846","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/6/4/8/5/8/0/10279389-4145-4398-810e-50e29a32302e.jpg","Whatsapp","Özdemir Emlak Gayrimenkul","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/2/6/2/5/9/2/4/4a5d0201-51c7-4684-aeb2-536596ba3fb1.jpg","Buca Şirinyer Efeler Mahallesin'de Ötüken Parkının Orda 4.Kat 3cephesi Açık Ferah//ful Eşyalı//daire"
"https://www.hepsiemlak.com/izmir-buca-hurriyet-satilik/daire/144588-8","19","3.750.000","17-01-2025","Satılık Daire","2 +
                          1","95 m²","2
                        Yaşında","Yüksek Giriş","İzmir / Buca / Hürriyet Mah.","https://www.hepsiemlak.com/emlak-ofisi/blue-keys-gayrimenkul-tr-144588","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/8/8/5/4/4/1/1c8d1f37-e624-4cd7-bf82-9002b0000a07.jpg","Whatsapp","Blue Keys Gayrimenkul Tr","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/5/2/7/9/5/2/4/1714921989830-42597259.jpg","Şirinyerde Sıfır Son İki Daire"
"https://www.hepsiemlak.com/izmir-dikili-candarli-satilik/villa/115723-26","47","7.750.000","01-02-2025","Satılık Villa","3 +
                          1","140 m²","30
                        Yaşında","","İzmir / Dikili / Çandarlı Mah.","https://www.hepsiemlak.com/emlak-ofisi/er-yaman-gayrimenkul-115723","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/3/2/7/5/1/1/733eedbd-13c6-46c3-9ca4-b228cd44c76a.jpg","Whatsapp","Er Yaman Gayrimenkul","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/1/2/0/6/5/2/4/1714383669896-42560210.jpg","Çandarlı Asnur Sitesinde Yaman'dan 3+1 Köşe Müstakil Villa"
"https://www.hepsiemlak.com/izmir-dikili-salihler-satilik/villa/97098-153","60","5.950.000","20-01-2025","Satılık Villa","2 +
                          1","115 m²","25
                        Yaşında","","İzmir / Dikili / Salihler Mah.","","","Whatsapp","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/3/7/6/1/5/2/4/1713613267-5071769-42516731.jpeg","Güzel Ege Sitedinde Bakımlı Köşe Villa"
"https://www.hepsiemlak.com/izmir-balcova-teleferik-satilik/daire/10374-4047","35","5.250.000","13-01-2025","Satılık Daire","3 +
                          1","135 m²","25
                        Yaşında","3. Kat","İzmir / Balçova / Teleferik Mah.","","","Whatsapp","","","Kolej Ofis Gay.Teleferik Mh Asansörlü Doğa Manzaralı Satılık Ara Kat Daire"
"https://www.hepsiemlak.com/izmir-menemen-istiklal-satilik/daire/21024-10950","35","8.399.000","16-01-2025","Satılık Daire","3 +
                          1","165 m²","2
                        Yaşında","4. Kat","İzmir / Menemen / İstiklal Mah.","https://www.hepsiemlak.com/emlak-ofisi/turyap-atasehir-fil-21024","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/4/2/0/1/2/0/31ed9958-8302-430a-ad93-dfdc1a2f8dd5.jpg","Whatsapp","Turyap Ataşehir Fil","","Kent 2 My Life Home Sitesinde Satılık 3+1 Lüks Daire"
"https://www.hepsiemlak.com/izmir-selcuk-cumhuriyet-satilik/daire/140496-2","26","3.500.000","05-01-2025","Satılık Daire","2 +
                          1","125 m²","12
                        Yaşında","Yüksek Giriş","İzmir / Selçuk / Cumhuriyet Mah.","","","Whatsapp","","","Atakan Emlaktan Geniş 2+1"
"https://www.hepsiemlak.com/izmir-buca-hurriyet-satilik/daire/25220-1855","39","2.450.000","14-01-2025","Satılık Daire","1 +
                          1","55 m²","4
                        Yaşında","2. Kat","İzmir / Buca / Hürriyet Mah.","","","Whatsapp","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/9/2/5/1/8/4/3/c94f187a-d19b-46a5-ab70-0b1a459b2119.jpg","Özpa - Şirinyer İzbanda  Otoparklı Doğalgazlı Satılık 1+1 Daireler"
"https://www.hepsiemlak.com/izmir-konak-goztepe-satilik/daire/59734-459","27","3.650.000","24-01-2025","Satılık Daire","1 +
                          1","75 m²","40
                        Yaşında","5. Kat","İzmir / Konak / Göztepe Mah.","","","Whatsapp","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/4/9/2/8/5/3/4/e1e3b947-1a8e-4bff-8a66-77df8c4100ca.jpg","Sadıkbey' De Ana Cadde Üzerinde Satılık 1.5  Oda+ 1 Salon  Daire"
"https://www.hepsiemlak.com/izmir-buca-hurriyet-satilik/daire/82933-216","23","2.990.000","06-01-2025","Satılık Daire","2 +
                          1","80 m²","5
                        Yaşında","3. Kat","İzmir / Buca / Hürriyet Mah.","","","Whatsapp","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/9/6/7/1/2/1/4/1690987627-6472158-41217697.jpeg","Satılık Lüx 2+1 Doğalgazlı"
"https://www.hepsiemlak.com/izmir-torbali-ayrancilar-satilik/daire/126469-435","19","2.349.000","23-01-2025","Satılık Daire","2 +
                          1","100 m²","7
                        Yaşında","1. Kat","İzmir / Torbalı / Ayrancılar Mah.","https://www.hepsiemlak.com/emlak-ofisi/dialog-hedef-gayrimenkul-126469","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/9/6/4/6/2/1/f5217924-4a8d-4924-a821-0f6d307ae510.jpg","Whatsapp","Dialog Hedef Gayrimenkul","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/4/0/4/8/0/4/4/1737630803251-44084046.jpg","Ayrancılar Merkezde Fırsat Arakat Daire"
"https://www.hepsiemlak.com/izmir-cigli-yeni-mahalle-satilik/daire/39078-1343","19","3.250.000","09-01-2025","Satılık Daire","2 +
                          1","65 m²","5
                        Yaşında","1. Kat","İzmir / Çiğli / Yeni Mahalle Mah.","","","Whatsapp","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/2/9/7/1/0/4/4/1736423688-427466-44017929.jpeg","Saygın Emlak’tan Çiğli Yeni Mahalle’de İzban Yakını Satılık 2+1"
"https://www.hepsiemlak.com/izmir-gaziemir-atifbey-satilik/daire/31107-786","19","5.000.000","24-01-2025","Satılık Daire","3 +
                          1","150 m²","23
                        Yaşında","7. Kat","İzmir / Gaziemir / Atıfbey Mah.","","","Whatsapp","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/4/0/8/5/4/1/4/d77a54f5-ab2b-4a24-8586-c53679b28942.jpg","Net'ten 3+1 130 M2 Önü Açık Ferah Doğalgazlı Satılık Daire!"
"https://www.hepsiemlak.com/izmir-dikili-ismetpasa-satilik/daire/57701-2596","22","5.000.000","28-01-2025","Satılık Daire","3 +
                          1","130 m²","11
                        Yaşında","3. Kat","İzmir / Dikili / İsmetpaşa Mah.","https://www.hepsiemlak.com/emlak-ofisi/dikili-guven-emlak-57701","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/1/0/7/7/5/0/d1533493-be8f-42af-81ee-12b284ec8862.jpg","Whatsapp","Dikili Güven Emlak","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/6/9/6/2/1/0/4/07821d47-4726-4c66-9b6e-89f8b5bfc7ef.jpg","Dikili Güven Emlak'tan İsmetpaşa Mahallesinde Satılık 3+1 Daire"
"https://www.hepsiemlak.com/izmir-karabaglar-reis-satilik/daire/126086-218","34","2.350.000","01-02-2025","Satılık Daire","3 +
                          1","120 m²","40
                        Yaşında","3. Kat","İzmir / Karabağlar / Reis Mah.","","","Whatsapp","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/2/3/8/6/6/3/4/1730982852-635221-43668329.jpeg","Zağim Aga Caddesi Yakını 32 Nolu Sağlık Ocağı Dibi 3+1"
"https://www.hepsiemlak.com/izmir-menemen-9-eylul-satilik/daire/145319-79","25","6.500.000","27-01-2025","Satılık Daire","4 +
                          1","200 m²","Sıfır Bina","7. Kat","İzmir / Menemen / 9 Eylül Mah.","","","Whatsapp","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/2/7/9/9/0/4/4/fabcf58f-b947-4bb8-869b-0baa4143c037.jpeg","Menemen Ulukent'te Teraslı 4+1 Lüx Satılık Dubleks Daire"
"https://www.hepsiemlak.com/izmir-seferihisar-payamli-satilik/villa/125858-351","55","5.750.000","29-01-2025","Satılık Villa","3 +
                          1","150 m²","Sıfır Bina","","İzmir / Seferihisar / Payamlı Mah.","https://www.hepsiemlak.com/emlak-ofisi/oztas-gayrimenkul-125858","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/8/5/8/5/2/1/b2322ddd-8a11-427a-81ba-3a06436fafb3.jpg","Whatsapp","Öztaş Gayrimenkul","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/4/3/5/5/0/3/4/f6659b64-32e9-458e-b758-2f71641a5396.jpg","İzmir Seferihisar Payamlı'da Satılık Bahçeli  3+1 Yazlık Villa"
"https://www.hepsiemlak.com/izmir-menemen-incirli-pinar-satilik/daire/21915-11542","46","3.250.000","01-02-2025","Satılık Daire","3 +
                          1","155 m²","1
                        Yaşında","Ara Kat","İzmir / Menemen / İncirli Pınar Mah.","https://www.hepsiemlak.com/emlak-ofisi/fctu-21915","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/5/1/9/1/2/0/975f10a4-a45a-403a-a078-04bc3a2f88c3.jpg","Whatsapp","Fctu","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/9/4/2/3/0/3/4/2856cc6c-5e3f-4fd6-8f9f-b9977bc30d49.jpeg","Fırsat 3+1 Kapalı Mutfak,Çanakkale Caddesine Yakın,Havuzlu Daire"
"https://www.hepsiemlak.com/izmir-cigli-atasehir-satilik/daire/135798-18","33","7.300.000","31-01-2025","Satılık Daire","3 +
                          1","160 m²","11
                        Yaşında","4. Kat","İzmir / Çiğli / Ataşehir Mah.","https://www.hepsiemlak.com/emlak-ofisi/startkey-casa-135798","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/8/9/7/5/3/1/3a2cc8de-202c-47b7-85be-15a8f111ff2d.jpg","Whatsapp","Startkey Casa","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/6/1/6/3/7/2/4/e03db6a4-dd15-4b4a-b3a3-1ac7976a6bfb.jpeg","Çiğli Ataşehir'de Merkezi Lokasyonda Satılık Daire"
"https://www.hepsiemlak.com/izmir-bornova-kizilay-satilik/daire/17761-4761","18","4.950.000","13-01-2025","Satılık Daire","2 +
                          1","120 m²","3
                        Yaşında","3. Kat","İzmir / Bornova / Kızılay Mah.","","","Whatsapp","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/6/1/0/5/9/3/4/e9b327b5-265e-454e-a796-9d0849bf84e1.jpg","Baltaş Gayrimenkul Bornova Merkeze Yakın Mesafede Lüks Yeni Daire"
"https://www.hepsiemlak.com/izmir-menemen-yahselli-satilik/daire/78126-1384","22","3.650.000","22-01-2025","Satılık Daire","3 +
                          1","150 m²","5
                        Yaşında","Zemin","İzmir / Menemen / Yahşelli Mah.","https://www.hepsiemlak.com/emlak-ofisi/turpa-emlak-menemen-temsilciligi-78126","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/6/2/1/8/7/0/94ef65e0-35b5-46d8-978e-5590d4a667e6.jpg","Whatsapp","Turpa Emlak Menemen Temsilciliği","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/9/2/1/8/0/4/4/1737577662-439086-44081298.jpeg","Zeytin Evleri’de Havuzlu Güvenlikli Site İçerisinde Lüks Daire"
"https://www.hepsiemlak.com/izmir-bayrakli-mansuroglu-satilik/daire/93337-563","2","7.900.000","27-01-2025","Satılık Daire","4 +
                          1","220 m²","12
                        Yaşında","5. Kat","İzmir / Bayraklı / Mansuroğlu Mah.","","","Whatsapp","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/8/9/8/6/3/2/4/37dc327c-f145-4dda-aadf-6abf74994a53.jpg","Adliye Yakını Eşsiz Lokasyonda Otoparklı 220 M2 Satılık Daire"
"https://www.hepsiemlak.com/izmir-konak-akin-simav-satilik/daire/1980-3032","22","2.650.000","17-01-2025","Satılık Daire","2 +
                          1","150 m²","35
                        Yaşında","7. Kat","İzmir / Konak / Akın Simav Mah.","","","Whatsapp","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/2/5/6/4/2/2/4/420cdee1-df00-462b-b3b8-11676a0d8c1d.jpg","T.A Emlak'tan Mithatpaşa Cadde Üzeri Çift Teraslı 150 M2 Satılık Daire"
"https://www.hepsiemlak.com/izmir-cigli-atasehir-satilik/daire/46452-530","18","6.750.000","19-01-2025","Satılık Daire","2 +
                          1","95 m²","Sıfır Bina","6. Kat","İzmir / Çiğli / Ataşehir Mah.","","","Whatsapp","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/7/0/3/9/4/6/3/ed884f05-6021-433a-9eaf-191bb75f5cc3.jpg","Ataşehir De Havuzlu Güvenlikli Site De Ultra Lüx  2+1 Daire"
"https://www.hepsiemlak.com/izmir-seferihisar-payamli-satilik/villa/2186-12148","12","4.500.000","28-01-2025","Satılık Villa","3 +
                          1","150 m²","3
                        Yaşında","","İzmir / Seferihisar / Payamlı Mah.","https://www.hepsiemlak.com/emlak-ofisi/koyculer-gayrimenkul-limited-2186","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/6/8/1/2/0/0/5dd54d82-40a8-4053-b1d2-b37f691b512a.jpg","Whatsapp","Köycüler Gayrimenkul Limited","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/5/9/0/0/0/4/4/00e7bb06-0102-4f82-806b-ff26c5d9a1a9.jpg","Seferihisar Payamlıda 3+1 Satılık Villa"
"https://www.hepsiemlak.com/izmir-kemalpasa-sekiz-eylul-satilik/daire/113581-345","18","3.700.000","30-01-2025","Satılık Daire","3 +
                          1","130 m²","8
                        Yaşında","Yüksek Giriş","İzmir / Kemalpaşa / Sekiz Eylül Mah.","https://www.hepsiemlak.com/emlak-ofisi/kaya-emlak-113581","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/1/8/5/3/1/1/7a427140-ee47-4a24-93c6-57bf6d22a6f6.jpg","Whatsapp","Kaya Emlak","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/9/9/3/8/0/4/4/80658bca-af0a-448f-8866-515bf1e79052.jpg","Kaya Emlak'tan Kemalpaşanın Merkezinde Satılık Kombili Daire"
"https://www.hepsiemlak.com/izmir-menemen-30-agustos-satilik/daire/116955-5195","33","5.700.000","29-01-2025","Satılık Daire","3 +
                          1","155 m²","16
                        Yaşında","6. Kat","İzmir / Menemen / 30 Ağustos Mah.","https://www.hepsiemlak.com/emlak-ofisi/kw-fores-116955","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/5/5/9/6/1/1/0b69d413-2ac7-4813-bc3b-82f6fadb1143.jpeg","Whatsapp","Kw Fores","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/0/0/7/9/9/3/4/9acd938c-237a-4caf-9c1f-0b7bfa1b013b.jpeg","Menemen Gültekin Konaklarında Satılık 3+1 Havuzlu Daire"
