"img-link href","list-view-image src","photo-count","list-view-price","list-view-date","list-view-title","left","celly","celly 2","celly 3","celly 4","list-view-location","img-wrp href","he-lazy-image src","wp-btn","listing-card--owner-info__firm-name","he-lazy-image src 3"
"https://www.hepsiemlak.com/izmir-menemen-ugur-mumcu-satilik/daire/140980-144","","34","5.500.000","23-01-2025","","Satılık Daire","4 +
                          1","150 m²","Sıfır Bina","Çatı Katı","İzmir / Menemen / Uğur Mumcu Mah.","https://www.hepsiemlak.com/emlak-ofisi/startkey-kuzey-gayrimenkul-140980","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/0/6/6/8/0/4/4/1737662169535-44086604.jpg","Whatsapp","Startkey Kuzey Gayrimenkul",""
"https://www.hepsiemlak.com/izmir-bayrakli-korfez-satilik/daire/142802-143","","38","5.900.000","23-01-2025","","Satılık Daire","3 +
                          1","130 m²","Sıfır Bina","4. Kat","İzmir / Bayraklı / Körfez Mah.","https://www.hepsiemlak.com/emlak-ofisi/rookz-diamond-142802","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/3/3/6/8/0/4/4/14e18b04-874d-4285-b690-22d4c5ad8a85.jpg","Whatsapp","Rookz Dıamond",""
"https://www.hepsiemlak.com/izmir-bornova-kazimdirik-satilik/daire/0-44086362","","19","6.500.000","24-01-2025","","Satılık Daire","3 +
                          1","157 m²","30
                        Yaşında","Ara Kat","İzmir / Bornova / Kazımdirik Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/6/3/6/8/0/4/4/FvDhd1TFHk3V_MzmusWrN.jpeg","Whatsapp","",""
"https://www.hepsiemlak.com/izmir-menemen-kemal-ataturk-satilik/daire/143949-497","","30","5.950.000","24-01-2025","","Satılık Daire","3 +
                          1","143 m²","2
                        Yaşında","6. Kat","İzmir / Menemen / Kemal Atatürk Mah.","https://www.hepsiemlak.com/emlak-ofisi/startkey-macro-143949","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/1/8/6/8/0/4/4/b9f00d6f-c6cc-4089-bd7b-22fd2b689e52.jpeg","Whatsapp","Startkey Macro",""
"https://www.hepsiemlak.com/izmir-karabaglar-tahsin-yazici-satilik/daire/146420-57","","29","2.980.000","23-01-2025","","Satılık Daire","3 +
                          1","100 m²","32
                        Yaşında","1. Kat","İzmir / Karabağlar / Tahsin Yazıcı Mah.","https://www.hepsiemlak.com/emlak-ofisi/saygin-gayrimenkul-146420","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/4/0/5/8/0/4/4/6d7c14f6-87dd-475b-b6c0-00e49ef01209.jpg","Whatsapp","Saygın Gayrimenkul",""
"https://www.hepsiemlak.com/izmir-karabaglar-bahcelievler-satilik/daire/132940-632","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/5/4/5/8/0/4/4/a15840f5-10db-4af9-af18-07e7801161e2.jpg","29","5.850.000","23-01-2025","","Satılık Daire","2 +
                          1","120 m²","Sıfır Bina","6. Kat","İzmir / Karabağlar / Bahçelievler Mah.","https://www.hepsiemlak.com/emlak-ofisi/sonay-gayrimenkul-yatirim-ltd-sti-132940","","Whatsapp","Sonay Gayrimenkul Yatırım LTD. ŞTİ.",""
"https://www.hepsiemlak.com/izmir-konak-altintas-satilik/daire/9709-4893","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/3/2/4/8/0/4/4/2c526997-ef3d-4b13-b20d-bb043e49e849.jpg","36","3.250.000","23-01-2025","","Satılık Daire","3 +
                          1","105 m²","45
                        Yaşında","4. Kat","İzmir / Konak / Altıntaş Mah.","https://www.hepsiemlak.com/emlak-ofisi/ucyol-gayrimenkul-9709","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/9/0/7/9/0/0/a3979765-1505-43f8-ac4e-5a235c082434.jpg","Whatsapp","Üçyol Gayrimenkul",""
"https://www.hepsiemlak.com/izmir-gaziemir-atifbey-satilik/daire/0-44080923","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/2/9/0/8/0/4/4/1737569586759-44080923.jpg","22","7.500.000","23-01-2025","","Satılık Daire","3 +
                          1","152 m²","12
                        Yaşında","1. Kat","İzmir / Gaziemir / Atıfbey Mah.","","","Whatsapp","",""
"https://www.hepsiemlak.com/izmir-bergama-gaziosmanpasa-satilik/daire/103566-2735","","49","5.950.000","25-01-2025","","Satılık Daire","4 +
                          1","325 m²","10
                        Yaşında","3. Kat","İzmir / Bergama / Gaziosmanpaşa Mah.","https://www.hepsiemlak.com/emlak-ofisi/remax-ilyada-103566","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/8/5/3/8/0/4/4/e77cfd9f-9939-474c-890a-51d964098d09.jpg","Whatsapp","Remax İlyada",""
"https://www.hepsiemlak.com/izmir-cigli-balatcik-satilik/daire/130297-447","","26","3.650.000","22-01-2025","","Satılık Daire","1 +
                          1","59 m²","Sıfır Bina","3. Kat","İzmir / Çiğli / Balatçık Mah.","https://www.hepsiemlak.com/emlak-ofisi/kayaoglu-gayrimenkul-130297","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/9/0/1/8/0/4/4/1c76de4f-fb98-4e9c-96a4-a0e1d327c0fd.jpeg","Whatsapp","Kayaoğlu Gayrimenkul",""
"https://www.hepsiemlak.com/izmir-buca-camlipinar-satilik/daire/145608-176","","35","8.000.000","25-01-2025","","Satılık Daire","5 +
                          1","180 m²","3
                        Yaşında","2. Kat","İzmir / Buca / Çamlıpınar Mah.","https://www.hepsiemlak.com/emlak-ofisi/kurulus-emlak-145608","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/4/6/2/8/0/4/4/02d4d449-c4cf-45cc-a7d0-7a802612832c.jpeg","Whatsapp","Kuruluş Emlak","https://hecdn01.hemlak.com/img/eids-logo-mini.png"
"https://www.hepsiemlak.com/izmir-urla-rustem-satilik/daire/79382-273","","36","4.300.000","23-01-2025","","Satılık Daire","1 +
                          1","65 m²","5
                        Yaşında","1. Kat","İzmir / Urla / Rüstem Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/6/1/4/8/0/4/4/21f1e7c4-0567-428d-844f-a666f3d5b3be.jpg","Whatsapp","",""
"https://www.hepsiemlak.com/izmir-seferihisar-camikebir-satilik/daire/153778-10","","19","5.000.000","23-01-2025","","Satılık Daire","3 +
                          1","140 m²","12
                        Yaşında","Yüksek Giriş","İzmir / Seferihisar / Camikebir Mah.","https://www.hepsiemlak.com/emlak-ofisi/uygar-emlak-153778","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/9/1/0/8/0/4/4/2612fb13-e3e5-498c-9d6c-acdd4f9033b5.jpg","Whatsapp","Uygar Emlak",""
"https://www.hepsiemlak.com/izmir-karsiyaka-bahcelievler-satilik/daire/143963-118","","24","3.250.000","22-01-2025","","Satılık Daire","3 +
                          1","130 m²","26
                        Yaşında","Bahçe Katı","İzmir / Karşıyaka / Bahçelievler Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/3/3/0/8/0/4/4/b5436d07-bb76-493d-804c-d72276db2065.jpeg","Whatsapp","",""
"https://www.hepsiemlak.com/izmir-urla-m-fevzi-cakmak-satilik/villa/50269-7349","","35","67.000.000","23-01-2025","","Satılık Villa","6 +
                          1","667 m²","35
                        Yaşında","","İzmir / Urla / M. Fevzi Çakmak Mah.","https://www.hepsiemlak.com/emlak-ofisi/vf-gayrimenkul-ve-fazlasi-50269","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/3/1/4/8/0/4/4/4a1ee868-c3f7-4010-ae03-31685ee94f94.jpg","Whatsapp","Vf Gayrimenkul Ve Fazlası",""
"https://www.hepsiemlak.com/izmir-odemis-bengisu-satilik/daire/109439-1157","","37","4.800.000","22-01-2025","","Satılık Daire","5 +
                          2","300 m²","12
                        Yaşında","4. Kat","İzmir / Ödemiş / Bengisu Mah.","https://www.hepsiemlak.com/emlak-ofisi/akgun-noyan-gayrimenkul-109439","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/6/0/8/7/0/4/4/59418abc-7cd0-4273-b17e-e1f414cd21a8.jpg","Whatsapp","Akgün Noyan Gayrimenkul",""
"https://www.hepsiemlak.com/izmir-guzelbahce-camli-satilik/villa/30832-9494","","35","33.800.000","22-01-2025","","Satılık Villa","4 +
                          2","362 m²","7
                        Yaşında","","İzmir / Güzelbahçe / Çamlı Mah.","https://www.hepsiemlak.com/emlak-ofisi/yb-gayrimenkul-danismanlik-hizmetleri-ltd-30832","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/4/0/8/7/0/4/4/6a47086a-25e2-47db-9583-541aa3093af9.jpg","Whatsapp","Yb Gayrimenkul Danışmanlık Hizmetleri LTD.",""
"https://www.hepsiemlak.com/izmir-karaburun-mordogan-satilik/yazlik/0-44075988","","21","5.500.000","22-01-2025","","Satılık Yazlık","3 +
                          1","130 m²","25
                        Yaşında","Villa Katı","İzmir / Karaburun / Mordoğan Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/8/9/5/7/0/4/4/1737484259418-44075988.jpg","Whatsapp","",""
"https://www.hepsiemlak.com/izmir-dikili-candarli-satilik/villa/63767-1236","","35","15.000.000","21-01-2025","","Satılık Villa","3 +
                          1","190 m²","6
                        Yaşında","","İzmir / Dikili / Çandarlı Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/1/0/6/7/0/4/4/1737484583945-44076016.jpg","Whatsapp","",""
"https://www.hepsiemlak.com/izmir-kemalpasa-sogukpinar-satilik/daire/48932-981","","45","3.250.000","22-01-2025","","Satılık Daire","2 +
                          1","90 m²","10
                        Yaşında","Ara Kat","İzmir / Kemalpaşa / Soğukpınar Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/4/4/7/7/0/4/4/60a433f4-52b7-408e-921f-87cb11e88385.jpg","Whatsapp","",""
"https://www.hepsiemlak.com/izmir-karabaglar-arap-hasan-satilik/daire/39914-346","","31","2.600.000","22-01-2025","","Satılık Daire","3 +
                          1","120 m²","35
                        Yaşında","Bahçe Katı","İzmir / Karabağlar / Arap Hasan Mah.","https://www.hepsiemlak.com/emlak-ofisi/hurpa-emlak-39914","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/9/7/9/7/0/4/4/cd95262d-f72f-4070-8990-6ec26f9f6229.jpg","Whatsapp","Hürpa Emlak",""
"https://www.hepsiemlak.com/izmir-menderes-cuneytbey-satilik/daire/0-44075976","","33","6.175.000","22-01-2025","","Satılık Daire","2 +
                          1","85 m²","Sıfır Bina","Ara Kat","İzmir / Menderes / Cüneytbey Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/7/9/5/7/0/4/4/1737484122978-44075976.jpg","Whatsapp","",""
"https://www.hepsiemlak.com/izmir-cesme-reisdere-satilik/villa/153824-51","","26","12.500.000","21-01-2025","","Satılık Villa","2 +
                          1","90 m²","Sıfır Bina","Bahçe Katı","İzmir / Çeşme / Reisdere Mah.","https://www.hepsiemlak.com/emlak-ofisi/altindis-gayrimenkul-yatirim-153824","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/4/1/6/7/0/4/4/255c32aa-464a-4fa9-86f5-2311db1c2115.jpeg","Whatsapp","Altındiş Gayrimenkul Yatırım",""
"https://www.hepsiemlak.com/izmir-menderes-orta-satilik/villa/86557-2019","","45","7.000.000","22-01-2025","","Satılık Villa","3 +
                          1","165 m²","7
                        Yaşında","","İzmir / Menderes / Orta Mah.","https://www.hepsiemlak.com/emlak-ofisi/tahir-emlak-86557","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/0/7/7/7/0/4/4/b2ca7e63-34ac-427d-b9a1-53dc9f37c16a.jpg","Whatsapp","Tahir Emlak",""
"https://www.hepsiemlak.com/izmir-foca-mustafa-kemal-ataturk-satilik/daire/152395-47","","21","4.750.000","22-01-2025","","Satılık Daire","1 +
                          1","55 m²","Sıfır Bina","Ara Kat","İzmir / Foça / Mustafa Kemal Atatürk Mah.","https://www.hepsiemlak.com/emlak-ofisi/turyap-eski-foca-temsilciligi-152395","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/0/7/7/7/0/4/4/63ffef28-2836-410e-85ee-f202d2998e67.jpg","Whatsapp","Turyap Eski Foça Temsilciliği",""
"https://www.hepsiemlak.com/izmir-karsiyaka-imbatli-satilik/daire/91937-33","","40","5.300.000","22-01-2025","","Satılık Daire","2 +
                          1","75 m²","9
                        Yaşında","11. Kat","İzmir / Karşıyaka / İmbatlı Mah.","https://www.hepsiemlak.com/emlak-ofisi/khk-gayrimenkul-91937","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/6/1/8/7/0/4/4/8bdb7c80-dd44-4013-9bf5-eb893d160d62.jpg","Whatsapp","Khk Gayrimenkul","https://hecdn01.hemlak.com/img/eids-logo-mini.png"
"https://www.hepsiemlak.com/izmir-menderes-orta-satilik/villa/128739-438","","43","13.750.000","22-01-2025","","Satılık Villa","6 +
                          1","220 m²","8
                        Yaşında","","İzmir / Menderes / Orta Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/3/7/8/7/0/4/4/79129ee4-553c-4ca6-83cd-1bf8300611f1.jpg","Whatsapp","",""
"https://www.hepsiemlak.com/izmir-aliaga-siteler-satilik/daire/142333-560","","21","5.250.000","22-01-2025","","Satılık Daire","3 +
                          1","130 m²","11
                        Yaşında","En Üst Kat","İzmir / Aliağa / Siteler Mah.","https://www.hepsiemlak.com/emlak-ofisi/turyap-aliaga-subesi-142333","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/5/1/9/7/0/4/4/cd1839f6-30b0-4b4d-ae9d-f361f6d8ab49.jpg","Whatsapp","Turyap Aliağa Şubesi",""
"https://www.hepsiemlak.com/izmir-torbali-tepekoy-satilik/daire/152044-25","","35","3.749.000","25-01-2025","","Satılık Daire","2 +
                          1","110 m²","Sıfır Bina","2. Kat","İzmir / Torbalı / Tepeköy Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/3/2/6/7/0/4/4/1737490250-10759-44076231.jpeg","Whatsapp","",""
"https://www.hepsiemlak.com/izmir-konak-atilla-satilik/daire/0-44077704","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/0/7/7/7/0/4/4/NLkFk8kcCOrjPJbn2TuOm.jpg","16","2.000.000","23-01-2025","","Satılık Daire","1 +
                          1","45 m²","1
                        Yaşında","Yüksek Giriş","İzmir / Konak / Atilla Mah.","","","Whatsapp","",""
"https://www.hepsiemlak.com/izmir-karsiyaka-demirkopru-satilik/daire/145961-90","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/9/6/8/7/0/4/4/4c0236aa-7974-415a-8dc7-299277595bf2.jpg","29","4.480.000","22-01-2025","","Satılık Daire","2 +
                          1","80 m²","Sıfır Bina","Yüksek Giriş","İzmir / Karşıyaka / Demirköprü Mah.","https://www.hepsiemlak.com/emlak-ofisi/zer-gayrimenkul-ofisi-145961","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/1/6/9/5/4/1/8c5cd672-4271-4894-b811-ef338e3b3428.jpg","Whatsapp","Zer Gayrimenkul Ofisi",""
"https://www.hepsiemlak.com/izmir-karabaglar-metin-oktay-satilik/daire/0-44073992","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/9/9/3/7/0/4/4/1737465339-684814-44073992.jpeg","28","4.500.000","25-01-2025","","Satılık Daire","2 +
                          1","105 m²","10
                        Yaşında","Yüksek Giriş","İzmir / Karabağlar / Metin Oktay Mah.","","","Whatsapp","",""
"https://www.hepsiemlak.com/izmir-seferihisar-hidirlik-satilik/daire/85628-1441","","34","2.500.000","21-01-2025","","Satılık Daire","1 +
                          1","65 m²","4
                        Yaşında","1. Kat","İzmir / Seferihisar / Hıdırlık Mah.","https://www.hepsiemlak.com/emlak-ofisi/seren-gayrimenkul-85628","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/6/4/3/7/0/4/4/617252af-0357-4369-ac48-e343310234ec.jpg","Whatsapp","Seren Gayrimenkul",""
"https://www.hepsiemlak.com/izmir-bornova-evka-3-satilik/daire/59475-1058","","40","6.500.000","21-01-2025","","Satılık Daire","3 +
                          1","120 m²","28
                        Yaşında","2. Kat","İzmir / Bornova / Evka 3 Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/6/6/2/7/0/4/4/1737454774542-44072665.jpg","Whatsapp","",""
"https://www.hepsiemlak.com/izmir-menderes-atakoy-satilik/mustakil-ev/95739-2291","","36","4.250.000","22-01-2025","","Satılık Müstakil Ev","2 +
                          1","563 m²","20
                        Yaşında","","İzmir / Menderes / Ataköy Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/2/3/1/7/0/4/4/2e07058d-ec00-49df-b542-5900ca2ed545.jpg","Whatsapp","",""
"https://www.hepsiemlak.com/izmir-karabaglar-tahsin-yazici-satilik/daire/100880-222","","60","3.650.000","21-01-2025","","Satılık Daire","3 +
                          1","120 m²","26
                        Yaşında","7. Kat","İzmir / Karabağlar / Tahsin Yazıcı Mah.","https://www.hepsiemlak.com/emlak-ofisi/izmir-yatirim-dunyasi-100880","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/9/1/2/7/0/4/4/05fb3c6a-04a7-44dc-8b84-065ded3b5775.jpg","Whatsapp","İzmir Yatırım Dünyası",""
"https://www.hepsiemlak.com/izmir-urla-icmeler-satilik/mustakil-ev/107888-2249","","41","32.000.000","21-01-2025","","Satılık Müstakil Ev","3 +
                          1","410 m²","3
                        Yaşında","","İzmir / Urla / İçmeler Mah.","https://www.hepsiemlak.com/emlak-ofisi/coldwell-banker-atak-107888","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/5/7/2/7/0/4/4/1737455357326-44072755.jpg","Whatsapp","Coldwell Banker Atak",""
"https://www.hepsiemlak.com/izmir-cesme-ardic-satilik/villa/93337-583","","42","45.000.000","25-01-2025","","Satılık Villa","4 +
                          1","220 m²","36
                        Yaşında","","İzmir / Çeşme / Ardıç Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/6/7/2/7/0/4/4/3be6eefe-f8b5-4e1f-a6c4-e3a63fadc982.jpg","Whatsapp","",""
"https://www.hepsiemlak.com/izmir-seferihisar-cumhuriyet-satilik/villa/109423-18","","24","8.000.000","21-01-2025","","Satılık Villa","2 +
                          1","110 m²","1
                        Yaşında","","İzmir / Seferihisar / Cumhuriyet Mah.","https://www.hepsiemlak.com/emlak-ofisi/teker-emlak-109423","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/5/7/0/7/0/4/4/1737406749-768474-44070753.jpeg","Whatsapp","Teker Emlak",""
"https://www.hepsiemlak.com/izmir-karsiyaka-inonu-satilik/daire/140479-39","","34","3.500.000","20-01-2025","","Satılık Daire","1 +
                          1","50 m²","10
                        Yaşında","5. Kat","İzmir / Karşıyaka / İnönü Mah.","https://www.hepsiemlak.com/emlak-ofisi/turmeta-gayrimenkul-merkez-ofisi-140479","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/4/3/8/6/0/4/4/1737371695-334364-44068344.jpeg","Whatsapp","Turmeta Gayrimenkul Merkez Ofisi",""
"https://www.hepsiemlak.com/izmir-buca-firat-satilik/daire/104376-113","","15","3.740.000","20-01-2025","","Satılık Daire","2 +
                          1","125 m²","28
                        Yaşında","7. Kat","İzmir / Buca / Fırat Mah.","https://www.hepsiemlak.com/emlak-ofisi/arin-emlak-104376","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/4/0/0/7/0/4/4/1737390491948-44070049.jpg","Whatsapp","Arin Emlak",""
"https://www.hepsiemlak.com/izmir-seferihisar-ataturk-satilik/yazlik/125858-378","","51","6.250.000","20-01-2025","","Satılık Yazlık","3 +
                          0","165 m²","28
                        Yaşında","Villa Katı","İzmir / Seferihisar / Atatürk Mah.","https://www.hepsiemlak.com/emlak-ofisi/oztas-gayrimenkul-125858","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/5/8/4/6/0/4/4/c8f4705e-be9c-49b0-847d-e38cb7f8be88.jpg","Whatsapp","Öztaş Gayrimenkul",""
"https://www.hepsiemlak.com/izmir-konak-kemal-reis-satilik/daire/9764-8442","","50","4.200.000","20-01-2025","","Satılık Daire","2 +
                          1","97 m²","5
                        Yaşında","Yüksek Giriş","İzmir / Konak / Kemal Reis Mah.","https://www.hepsiemlak.com/emlak-ofisi/ilhan-emlak-9764","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/5/0/5/6/0/4/4/19909275-2ebd-4af0-85bc-571353ed242e.jpg","Whatsapp","İlhan Emlak",""
"https://www.hepsiemlak.com/izmir-menderes-cuneytbey-satilik/daire/141618-242","","18","3.000.000","20-01-2025","","Satılık Daire","2 +
                          1","90 m²","8
                        Yaşında","2. Kat","İzmir / Menderes / Cüneytbey Mah.","https://www.hepsiemlak.com/emlak-ofisi/turyap-menderes-temsilciligi-141618","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/1/8/8/6/0/4/4/ec6addb9-202a-4ad4-923b-fe661c2d2f43.jpg","Whatsapp","Turyap Menderes Temsilciliği",""
"https://www.hepsiemlak.com/izmir-torbali-torbali-satilik/daire/0-44068649","","16","2.950.000","20-01-2025","","Satılık Daire","3 +
                          1","130 m²","20
                        Yaşında","8. Kat","İzmir / Torbalı / Torbalı Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/4/6/8/6/0/4/4/1737374575-4380078-44068649.jpeg","Whatsapp","",""
"https://www.hepsiemlak.com/izmir-karsiyaka-atakent-satilik/daire/153720-24","","35","8.500.000","20-01-2025","","Satılık Daire","3 +
                          1","135 m²","31
                        Yaşında","3. Kat","İzmir / Karşıyaka / Atakent Mah.","https://www.hepsiemlak.com/emlak-ofisi/akka-gayrimenkul-izmir-153720","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/8/2/0/7/0/4/4/1737395783-0319881-44070286.jpeg","Whatsapp","Akka Gayrimenkul İzmir",""
"https://www.hepsiemlak.com/izmir-karsiyaka-inonu-satilik/daire/129752-231","","35","5.750.000","20-01-2025","","Satılık Daire","2 +
                          1","92 m²","11
                        Yaşında","6. Kat","İzmir / Karşıyaka / İnönü Mah.","https://www.hepsiemlak.com/emlak-ofisi/startkey-hobby-gayrimenkul-129752","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/7/8/7/5/0/4/4/99828e86-15c7-46e0-9f40-d2143329679c.jpeg","Whatsapp","Startkey Hobby Gayrimenkul",""
"https://www.hepsiemlak.com/izmir-karabaglar-vatan-satilik/daire/144352-236","","35","4.850.000","22-01-2025","","Satılık Daire","3 +
                          1","156 m²","Sıfır Bina","9. Kat","İzmir / Karabağlar / Vatan Mah.","https://www.hepsiemlak.com/emlak-ofisi/home-and-more-gayrimenkul-144352","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/7/7/8/5/0/4/4/361254c1-f865-4dcb-b3b4-fb4d67479587.jpg","Whatsapp","Home And More Gayrimenkul",""
"https://www.hepsiemlak.com/izmir-buca-adatepe-satilik/daire/144273-164","","18","2.750.000","24-01-2025","","Satılık Daire","2 +
                          1","90 m²","8
                        Yaşında","Ara Kat","İzmir / Buca / Adatepe Mah.","https://www.hepsiemlak.com/emlak-ofisi/one-house-real-estate-144273","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/4/7/7/5/0/4/4/1737188520-8592238-44057741.jpeg","Whatsapp","One House Real Estate",""
"https://www.hepsiemlak.com/izmir-konak-gungor-satilik/daire/128275-516","","27","3.250.000","20-01-2025","","Satılık Daire","3 +
                          1","120 m²","30
                        Yaşında","2. Kat","İzmir / Konak / Güngör Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/3/9/9/5/0/4/4/1737209638808-44059933.jpg","Whatsapp","",""
"https://www.hepsiemlak.com/izmir-karabaglar-vatan-satilik/daire/23746-17431","","36","3.500.000","20-01-2025","","Satılık Daire","3 +
                          1","120 m²","20
                        Yaşında","4. Kat","İzmir / Karabağlar / Vatan Mah.","https://www.hepsiemlak.com/emlak-ofisi/ogretmen-emlak-23746","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/8/1/4/5/0/4/4/dc381339-c4d9-40d1-89fa-27b6f10df2af.jpg","Whatsapp","Öğretmen Emlak",""
"https://www.hepsiemlak.com/izmir-karsiyaka-bostanli-satilik/daire/153188-4","","24","12.500.000","22-01-2025","","Satılık Daire","4 +
                          1","180 m²","29
                        Yaşında","Yüksek Giriş","İzmir / Karşıyaka / Bostanlı Mah.","https://www.hepsiemlak.com/emlak-ofisi/nc-gayrimenkul-153188","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/6/1/6/5/0/4/4/c8d1a5ff-e4ba-45f1-8b00-5dc5736d8411.jpg","Whatsapp","N&c Gayrimenkul",""
"https://www.hepsiemlak.com/izmir-balcova-fevzi-cakmak-satilik/daire/114107-1585","","35","3.550.000","23-01-2025","","Satılık Daire","3 +
                          1","120 m²","26
                        Yaşında","Yüksek Giriş","İzmir / Balçova / Fevzi Çakmak Mah.","https://www.hepsiemlak.com/emlak-ofisi/startkey-best-gayrimenkul-114107","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/5/3/9/3/0/4/4/4486f2ec-9d73-4e14-b16b-bfb11cfa4858.jpeg","Whatsapp","Startkey Best Gayrimenkul",""
"https://www.hepsiemlak.com/izmir-dikili-cumhuriyet-satilik/villa/57701-3032","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/7/7/6/3/0/4/4/0047f931-71d6-4d74-9cd8-977802da46e4.jpg","35","6.000.000","22-01-2025","","Satılık Villa","3 +
                          1","160 m²","Sıfır Bina","","İzmir / Dikili / Cumhuriyet Mah.","https://www.hepsiemlak.com/emlak-ofisi/dikili-guven-emlak-57701","","Whatsapp","Dikili Güven Emlak",""
"https://www.hepsiemlak.com/izmir-cesme-alacati-satilik/villa/144109-213","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/8/2/7/3/0/4/4/1737057962475-44037286.jpg","28","29.900.000","26-01-2025","","Satılık Villa","4 +
                          1","240 m²","5
                        Yaşında","","İzmir / Çeşme / Alaçatı Mah.","https://www.hepsiemlak.com/emlak-ofisi/coldwell-banker-symrna-144109","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/9/0/1/4/4/1/9831c365-2811-4a0d-a757-8ca7565fa15b.jpg","Whatsapp","Coldwell Banker Symrna",""
"https://www.hepsiemlak.com/izmir-cesme-dalyan-satilik/villa/2216-6314","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/4/1/8/3/0/4/4/8576e800-d749-461a-8efd-9e14b1cae660.jpg","40","170.000.000","20-01-2025","","Satılık Villa","6 +
                          1","550 m²","Sıfır Bina","","İzmir / Çeşme / Dalyan Mah.","https://www.hepsiemlak.com/emlak-ofisi/life-gayrimenkul-2216/tuncay-ersan-2216","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/6/1/2/2/0/0/dd4678cf-bde8-4008-a6ad-31fc60ace2a4.jpg","Whatsapp","Lıfe Gayrimenkul",""
"https://www.hepsiemlak.com/izmir-menemen-villakent-satilik/villa/119640-3020","","35","23.500.000","25-01-2025","","Satılık Villa","5 +
                          1","600 m²","11
                        Yaşında","Bahçe Katı","İzmir / Menemen / Villakent Mah.","https://www.hepsiemlak.com/emlak-ofisi/startkey-ege-gayrimenkul-119640","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/9/5/6/3/0/4/4/abaf770f-942d-4a50-ab50-9377423e3a44.jpeg","Whatsapp","Startkey Ege Gayrimenkul",""
